,name,geometry,probability
326,171209034,POINT (85573.22372486486 404875.5684594736),3.5929812655594945e-05
327,461488070,POINT (230856.39914158103 544051.2316987645),5.697952393125099e-05
328,461488072,POINT (230885.6521737198 544077.8526973549),1.4198350329649718e-05
329,60142025,POINT (30319.28239956321 371493.0925041742),1.7304313251951566e-06
330,61142002,POINT (30672.337834022903 371206.6334866795),0.0
331,426345024,POINT (213285.68744785263 472595.5697294636),0.0001247816042272133
332,427345018,POINT (213583.46147060543 472641.6817203352),0.0001527601925643097
333,204260049,POINT (102164.70417667857 430034.86701901146),0.0003677799310491508
334,348130204,POINT (174378.81155474752 365197.7652270344),0.0
335,349130159,POINT (174733.48453367388 365235.77521714725),1.5787035831190743e-05
336,161263070,POINT (80946.93796447043 431693.9218391893),0.0
337,161263075,POINT (81168.7008893383 431728.5598308137),0.00023857663366609984
338,510532030,POINT (255084.28496627812 566371.0925304886),4.423442356744039e-06
339,510533046,POINT (255200.3583155429 566569.203525058),0.0
340,133278074,POINT (66790.39063193022 439081.83141540794),5.684921694526032e-06
341,133278075,POINT (66812.06260853817 439126.89541470254),3.7582393409762483e-05
342,134279069,POINT (67189.42222112193 439867.51440227573),1.2049065326816335e-05
343,134279073,POINT (67421.48215475438 439838.37439340155),0.0
344,163291098,POINT (81665.66109483424 445550.6448803568),4.607130490656617e-05
345,163290075,POINT (81735.76010141453 445451.34287738905),0.0001604716900394684
346,171225019,POINT (85751.66444362492 412879.72951630695),6.728371280756311e-05
347,171225032,POINT (85803.8864230366 412871.15451413824),9.399608302278203e-05
348,193275189,POINT (96565.42657091173 437840.62428704964),7.93983866579867e-05
349,193275051,POINT (96565.59057411736 437801.35928676964),0.0002953920986503992
350,169273063,POINT (84911.08303309641 436434.75271486206),0.00014933629849697564
351,169272123,POINT (84997.9320599219 436141.4717098764),0.00033513331015918956
352,244307041,POINT (122143.01315149458 453879.9024964023),0.0
353,244307039,POINT (122280.14014906086 453955.08249229076),0.0005237110626910054
354,514555006,POINT (256921.63127424565 577389.3934691726),3.593366318570275e-05
355,516556053,POINT (258027.94620261894 578094.5044240428),4.8349869452959615e-05
356,220254123,POINT (110430.1530568188 427167.1616876649),0.0
357,220254036,POINT (110495.24704705001 427240.3086859373),3.6400876159167133e-05
358,214397037,POINT (107175.20704856292 498784.27811460575),5.9260758376887905e-05
359,214397041,POINT (107125.33004427758 498721.5981161871),1.8570781793417408e-05
360,223373002,POINT (111769.91485178654 486678.8499749434),0.00039828094643823235
361,224373009,POINT (112158.06787314195 486951.68196301744),0.000296176863168575
362,409537054,POINT (204687.59450783278 568709.3965855968),0.00014925337525643667
363,409537072,POINT (205011.75468246237 568905.9815725038),5.778508440867794e-05
364,140278001,POINT (70272.11948028115 439089.0082830183),1.1052564929701052e-05
365,139278046,POINT (70449.32645257868 438997.2382759921),7.136783911586954e-05
366,367504036,POINT (183686.779570561 552015.1424546344),5.2180475089658733e-05
367,369505007,POINT (184606.47171313898 552505.0384186811),3.5006874007041996e-05
368,227379067,POINT (113576.96392831227 489637.68592086184),0.0003096318723744729
369,228379060,POINT (114080.95196362928 489669.6809051342),6.626173845545588e-05
370,362494033,POINT (181049.59810641056 547459.6525770114),9.481816329606952e-05
371,364501001,POINT (182374.1513569177 550574.8555105028),0.00013825289747293573
372,262222271,POINT (131035.33704490117 411184.3307934991),1.5687080941355717e-05
373,262222275,POINT (131049.77304297748 411136.53279253293),0.0
374,277197031,POINT (138521.5023815757 398957.7274255259),9.168073124571908e-06
375,277197030,POINT (138580.43838206847 399040.80742423394),6.701583205520541e-05
376,222359126,POINT (111292.29496245182 479879.19797938206),0.0001659709333452584
377,222359129,POINT (111334.8229628984 479955.26397817733),6.148247959153233e-05
378,167182180,POINT (83692.29085577985 391375.69143244874),1.9423182573770243e-05
379,167182179,POINT (83899.05674776889 391250.77842305874),0.0
380,371428013,POINT (185697.83031525125 514275.77157943277),2.870855882415386e-05
381,368433089,POINT (184041.63827907553 516759.08262807655),3.4926864482117195e-05
382,165287021,POINT (82595.63723844373 443882.14683918137),0.00027488763343935086
383,167281005,POINT (83829.0375291556 440880.3357793868),0.00023798623044841877
